Session ID,Total Time,Action Name,Count,Timer Name,Duration
f7554c9b5526487b84add8d2bc07bea2,378.4969177,Help_opened_InputLayer,1,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageOne_InputLayer_Help_Pressed,1,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageOne_Input_AddNode_Pressed,4,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageOne_Hidden_AddLayer_Pressed,5,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageOne_Hidden_RemoveLayer_Pressed,5,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageOne_Output_AddNode_Pressed,4,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageOne_Test_Pressed,4,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageOne_Hidden_AddNode_Pressed,12,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageOne_Hidden_RemoveNode_Pressed,12,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageOne_TrainingCycle_Interacted,1,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageTwo_1_Goal,1,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageTwo_1_Dangerous,1,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageTwo_1_RL_MaxSteps_Interacted,2,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageTwo_1_Start_Pressed,1,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,StageTwo_1_RL_LearningRate_Interacted,1,,
f7554c9b5526487b84add8d2bc07bea2,378.4969177,,,StageOneTime,247.2187042
f7554c9b5526487b84add8d2bc07bea2,378.4969177,,,StageTwoTime,122.8683472
113fed1169b14f1ca4f7837d22f18689,1691.100586,Help_opened_InputLayer,2,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_InputLayer_Help_Pressed,2,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_Input_AddNode_Pressed,5,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_Input_RemoveNode_Pressed,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,Help_opened_HiddenLayers,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_HiddenLayers_Help_Pressed,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_Hidden_AddLayer_Pressed,6,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_Hidden_RemoveLayer_Pressed,6,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_Hidden_AddNode_Pressed,33,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_Hidden_RemoveNode_Pressed,33,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_Output_AddNode_Pressed,4,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_Test_Pressed,6,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_TrainingCycle_Interacted,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_LearningRate_Interacted,2,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,Help_opened_TrainingCycle,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_TrainingCycle_Help_Pressed,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,Help_opened_LearningRate,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageOne_LearningRate_Help_Pressed,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_1_RL_MaxSteps_Interacted,3,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_1_RL_LearningRate_Interacted,5,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,Help_opened_RLConfiguration,4,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_1_Help_Settings_Pressed,3,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,Help_opened_RewardAdjuster,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_1_Help_Reward_Pressed,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_1_Start_Pressed,3,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_1_Stop_Pressed,2,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_2_RL_LearningRate_Interacted,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_2_RL_MaxSteps_Interacted,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_2_RL_MaxEpisodes_Interacted,2,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_2_Buff,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_2_Start_Pressed,2,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_2_Stop_Pressed,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_2_Enemy,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_2_Help_Settings_Pressed,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_3_Goal,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_3_RL_ExplorationRate_Interacted,2,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_3_RL_MaxEpisodes_Interacted,3,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_3_RL_MaxSteps_Interacted,6,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_3_RL_LearningRate_Interacted,4,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_3_Start_Pressed,3,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,StageTwo_3_Stop_Pressed,1,,
113fed1169b14f1ca4f7837d22f18689,1691.100586,,,StageOneTime,558.9678955
113fed1169b14f1ca4f7837d22f18689,1691.100586,,,StageTwoTime,827.7237549
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,Help_opened_InputLayer,1,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageOne_InputLayer_Help_Pressed,1,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageOne_Input_AddNode_Pressed,5,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageOne_Input_RemoveNode_Pressed,1,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageOne_Hidden_AddLayer_Pressed,3,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageOne_Hidden_RemoveLayer_Pressed,3,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageOne_Hidden_AddNode_Pressed,8,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageOne_Hidden_RemoveNode_Pressed,8,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageOne_Output_AddNode_Pressed,4,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageOne_Test_Pressed,2,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageOne_LearningRate_Interacted,1,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageTwo_1_RL_MaxSteps_Interacted,1,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageTwo_1_Start_Pressed,1,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageTwo_2_Enemy,1,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageTwo_2_RL_MaxSteps_Interacted,1,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageTwo_2_RL_MaxEpisodes_Interacted,1,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,StageTwo_2_Start_Pressed,1,,
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,,,StageOneTime,105.6960526
aa5cb2f90fce4d77a3448bddb2d82e92,502.2078552,,,StageTwoTime,393.0491943
0a7e48b276a448eebe487bceecee0bc9,1235.68335,Help_opened_InputLayer,1,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageOne_InputLayer_Help_Pressed,1,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageOne_Input_AddNode_Pressed,6,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageOne_Hidden_AddLayer_Pressed,7,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageOne_Hidden_RemoveLayer_Pressed,7,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageOne_Output_AddNode_Pressed,6,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageOne_Hidden_AddNode_Pressed,21,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageOne_Hidden_RemoveNode_Pressed,21,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageOne_Test_Pressed,6,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_1_Dangerous,6,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_1_RL_LearningRate_Interacted,2,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_1_RL_MaxSteps_Interacted,3,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_1_Goal,1,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_1_Start_Pressed,2,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_1_Stop_Pressed,1,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_2_Buff,1,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_2_Enemy,3,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_2_Start_Pressed,2,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_2_Stop_Pressed,1,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_3_Collectible,2,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_3_Enemy,2,,
